REGION,LOCALITE,NOM_BANQUE,CATEGORIE,NOM GUICHET,ADRESSE GUICHET,latitude,longitude
LOCALITE,BANQUE,CATEGORIE,CODE GUICHET,ADRESSE GUICHET,,,
THAR ES-SOUK,AL BARID BANK,BANQUE CONVENTIONNELLE,6640283,TAHAR SOUK,,,
TIDDAS,AL BARID BANK,BANQUE CONVENTIONNELLE,3670366,CENTRE TIDDAS,,,
TIFLET,AL BARID BANK,BANQUE CONVENTIONNELLE,3740364,"TIFLET MEDINA                 _x000D_
",,,
TIFLET,AL BARID BANK,BANQUE CONVENTIONNELLE,3740370,"TIFLET PPAL                   _x000D_
_x000D_
_x000D_
               _x000D_
   _x000D_
",,,
TIGHIRT,AL BARID BANK,BANQUE CONVENTIONNELLE,7730633,J N TIGHIRTE  TIZNIT,,,
TIMAHDITE,AL BARID BANK,BANQUE CONVENTIONNELLE,4270165,"TIMAHDIT CENTRE_x000D_
",,,
TINEJDAD,AL BARID BANK,BANQUE CONVENTIONNELLE,2260205,"TINEJEDAD                     _x000D_
           _x000D_
_x000D_
_x000D_
",,,
TINGHIR,AL BARID BANK,BANQUE CONVENTIONNELLE,5590740,BD HASSAN II 45802 TINGHIR,,,
TISSA,AL BARID BANK,BANQUE CONVENTIONNELLE,6750047,"TISSA                              _x000D_
_x000D_
_x000D_
     _x000D_
_x000D_
             _x000D_
          _x000D_
                   _x000D_
_x000D_
",,,
TISSINT,AL BARID BANK,BANQUE CONVENTIONNELLE,6870653,CENTRE TISSINT 84053 TATA,,,
TIT MELLIL,AL BARID BANK,BANQUE CONVENTIONNELLE,7970515,"TIT MELLIL                     _x000D_
_x000D_
_x000D_
  _x000D_
    _x000D_
   _x000D_
          _x000D_
_x000D_
_x000D_
 _x000D_
            _x000D_
             _x000D_
",,,
TIZI OUASLI,AL BARID BANK,BANQUE CONVENTIONNELLE,7010298,CENTRE TIZI OUSLI,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500640,TIOUGHZA CENTRE 85502 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500656,"TIZNIT                        _x000D_
_x000D_
_x000D_
       _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
                _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
      _x000D_
_x000D_
_x000D_
_x000D_
",,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500657,"TIZNIT BIR ANZARANE     _x000D_
_x000D_
_x000D_
       _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
                _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
      _x000D_
_x000D_
_x000D_
_x000D_
",,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500658,"TIZNIT SIDI ABDERRAHMANE      _x000D_
_x000D_
_x000D_
       _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
                _x000D_
_x000D_
 _x000D_
_x000D_
_x000D_
_x000D_
      _x000D_
_x000D_
_x000D_
_x000D_
",,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500664,BOUNAAMANE  CENTRE 85402 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500665,ARBAA SAHEL CENTRE 85002 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500668,AVENUE HASSAN 2 AGLOU CENTRE 85004 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500674,TIRHMI CENTRE 85102 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500677,OUIJANE CENTRE 85003 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7500984,AVENUE ELOUZ  ENNAKHIL 81013 TIZNIT,,,
TIZNIT,AL BARID BANK,BANQUE CONVENTIONNELLE,7501007,"AGENCE MOBILE TIZNIT PRINCIPALE_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
",,,
TOUARGA,AL BARID BANK,BANQUE CONVENTIONNELLE,8190034,"RABAT MECHOUAR                _x000D_
_x000D_
_x000D_
     _x000D_
_x000D_
             _x000D_
          _x000D_
                   _x000D_
_x000D_
",,,
TOUISSIT,AL BARID BANK,BANQUE CONVENTIONNELLE,5730089,"CITE ECONOMIQUE, TOUISSIT",,,
TOUNFITE,AL BARID BANK,BANQUE CONVENTIONNELLE,3970217,CENTRE TOUNFITE,,,
YOUSSOUFIA,AL BARID BANK,BANQUE CONVENTIONNELLE,6070906,"AV PRINCE HERITIER  WALI AL AAH QUARTIER HASSANI 46302 YOUSOUFIA_x000D_
   _x000D_
_x000D_
",,,
YOUSSOUFIA,AL BARID BANK,BANQUE CONVENTIONNELLE,6070907,"RUE DARAA QUARTIER SMARA 46300 YOUSSOUFIA_x000D_
   _x000D_
_x000D_
",,,
ZAG,AL BARID BANK,BANQUE CONVENTIONNELLE,3240783,AVENUE HASSAN II 81306 ZAG,,,
ZAGORA,AL BARID BANK,BANQUE CONVENTIONNELLE,5650732,"ZAGORA                         _x000D_
_x000D_
              _x000D_
                   _x000D_
                    _x000D_
    _x000D_
",,,
ZAGORA,AL BARID BANK,BANQUE CONVENTIONNELLE,5650752,BD MOHAMED V TAMEGROUTE 47602 ZAGORA,,,
ZAGORA,AL BARID BANK,BANQUE CONVENTIONNELLE,5650753,CENTRE N'KOB 47702 ZAGORA,,,
ZAIDA,AL BARID BANK,BANQUE CONVENTIONNELLE,3890212,"ZAIDA                         _x000D_
     _x000D_
      _x000D_
           _x000D_
_x000D_
_x000D_
",,,
ZAIO,AL BARID BANK,BANQUE CONVENTIONNELLE,5190428,ZAIO,,,
ZAOUIAT AHANSAL,AL BARID BANK,BANQUE CONVENTIONNELLE,0730795,"QUARTIER ADMINISTRATIF, ZAOUIAT AHANSAL, 22002 AZILAL",,,
ZAOUIAT CHEIKH,AL BARID BANK,BANQUE CONVENTIONNELLE,0990842,"ZAOUIA ECHCHEIKH              _x000D_
                 _x000D_
      _x000D_
             _x000D_
  _x000D_
",,,
ZAOUIAT CHEIKH,AL BARID BANK,BANQUE CONVENTIONNELLE,0990998,"BD HASSAN II ZAOUIA ECHCHEIKH_x000D_
_x000D_
_x000D_
_x000D_
",,,
ZEGHANGHANE,AL BARID BANK,BANQUE CONVENTIONNELLE,5070429,"BD MOHAMED V SEGANGAN CENTRE 62652 ZEGHANGHANE_x000D_
",,,
ZEMAMRA,AL BARID BANK,BANQUE CONVENTIONNELLE,1860892,"CENTRE ADMINISTRATIF KHEMIS ZEMAMRA 24202 ZEMAMRA_x000D_
_x000D_
            _x000D_
   _x000D_
_x000D_
",,,
ZOUMI,AL BARID BANK,BANQUE CONVENTIONNELLE,1670475,CENTRE ZOUMI,,,
ZRARDA,AL BARID BANK,BANQUE CONVENTIONNELLE,7150262,CENTRE ZRARDA 35402 TAZA,,,
AGADIR,ARAB BANK PLC,BANQUE CONVENTIONNELLE,0100060,"31, BOULEVARD GENERAL  KETTANI, AGADIR",,,
CASABLANCA,ARAB BANK PLC,BANQUE CONVENTIONNELLE,7800010,"174, BOULEVARD MOHAMED V, CASABLANCA",,,
MARRAKECH,ARAB BANK PLC,BANQUE CONVENTIONNELLE,4500050,"BOULEVARD MOULAY HASSAN 1ER, PLACE DE LA LIBERTE, MARRAKECH",,,
MEKNES,ARAB BANK PLC,BANQUE CONVENTIONNELLE,4800041,"RESIDENCE JAOUHARA, AVENUE NEHRU, VILLE NOUVELLE, MEKNES",,,
RABAT,ARAB BANK PLC,BANQUE CONVENTIONNELLE,8100021,"PLACE DES NATIONS UNIES, AGDAL, RABAT",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100035,RUE DES ADMINISTRATIONS PUBLICS,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100038,"AVENUE HASSAN II, QUARTIER INDUSTRIEL",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100184,"AVENUE HASSAN II, IMMEUBLE MAYOUHAL",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100302,"GALLERIE MARCHANDE, MARJANE, ROUTE INEZGANE- AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100308,AV HASSAN I QUARTIER DAKHLA AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100499,"AVENUE HASSAN II, INBIAAT, AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100501,"43, ANGLE AVENUES HASSAN II ET GENERAL KETTANI",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100502,ANGLE AVENUE AL MOUKAOUAMA ET RUE DE MARRAKECH,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100503,"BOULEVARD TALBORJT, AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100506,IMM D SALAH DCHEIRA JIHADIA AIT MELLOUL AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100586,AVENUE DES FAR AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100621,COMMUNE URBANE TIKIOUINE AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100668,"1, ZONE IMM CITE FOUNTY, SONABA, AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100679,"53, LOTISSEMENT EL HOUDA  AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100709,ANGLE RUE 464 ET RUE OMAR IBNOU AL KHATTAB AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100710,"BOULEVARD ABDERRAHIM BOUABID, AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100727,"QUARTIER RIAD ESSALAM, AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100783,Q.ESSALAM FACE COMPLEXE JET SAKANE RTE EL HOUDA AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100784,PROGRAMME MSGUINA DRARGA ERAC SUD AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100798,AV 11 JANVIER HAY DAKHLA EXTENSION AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100819,Q.AMSERNAT N1 IMM. 65 RUE MOHAMED IKBAL AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0100930,PROGRAMME KHAWARIZMI II   LOCAUX 13-14             AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0101018,"AV.2 MARS,FACE PORTE N6  AMSERNAT,Q.INDUSTRIEL    AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0101024,LES JARDINS DU SOUSS      LOCAL NC07 IMB.19       AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0101052,PLACE MED V IM.IGUENOUANE AGADIR                   AGADIR,,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0101053,"LOT 1540,HAY ESSALAM      AGADIR                   AGADIR",,,
AGADIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0101407,AVENUE HASSAN II          IMM.ATTIJARIWAFA BANK    AGADIR,,,
AGDZ,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5661247,ANG.BD.MOHAMED V & RUE    EL MAROUCH QUART.TENSIFT AGDEZ,,,
AGOURAI,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4931091,AVENUE LA MARCHE VERTE    AGOURAI CENTRE           AGOURAI,,,
AHFIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5760063,"6, RUE D'OUJDA",,,
AHFIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5760882,"ANGLE AVENUE SAADIA ET HASSAN II, AHFIR",,,
AIN EL AOUDA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,8220739,"81. AVENUE HASSAN II, AIN EL AOUDA",,,
AIN HARROUDA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,7960636,"LOTISSEMENT GUESSOUS, N° 35, KM 17, AIN HARROUDA",,,
AIN TAOUJDATE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4920887,"42, QUARTIER TAKADDOUME, . AIN TAOUJDATE",,,
AIN ZOHRA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5020284,ROUTE PRINCIPALE AIN ZOHRA,,,
AIT IAAZA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0470977,"BLOC A,N 53,HAY SALAM    AIT IAZZA                AIT IAZZA",,,
AIT ISHAQ,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,3861032,AVENUE MOHAMED V          AIT ISHAK                AIT ISHAK,,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0220186,ANGLE BOULEVARD AL MASSIRA ET ROUTE DE TIZNIT,,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0220504,"154, ROUTE DE TAROUDANNT, AIT MELLOUL",,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0220895,"HAY AZROU, ROUTE TAROUDANNT, AIT MELLOUL",,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0220904,"SECTEUR INDUSTRIEL, ROUTE BIOUGRA, AIT MELLOUL",,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0221051,"363,LOT.EL MOUSTAKBAL     AIT MELLOUL              AIT MELLOUL",,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0221296,"BD.MOHAMED VI,HY EL HARCH AIT MELLOULL             AIT MELLOUL",,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0221359,"BLOC 2,N170 LOTISSEMENT  EL FATH AIT MELLOUL      AIT MELLOUL",,,
AIT MELLOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0221459,N 234 AVENUE HASSANII    AIT MELLOUL              AIT MELLOUL,,,
AIT OURIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4540712,"AIT OURIR CENTRE, EN FACE DE LA GARE ROUTIERE, AIT OURIR",,,
AJDIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6970202,ROUTE BOURED - AJDIR,,,
AKLIM,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5770800,146 LOTISSEMENT KASMI AKLIM,,,
AKNOUL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6960058,CENTRE D'AKNOUL,,,
AL AAROUI,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5150069,"84, BOULEVARD MOHAMED V",,,
AL AAROUI,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5150236,"ANGLE AVENUES HASSAN II ET SAADA, EXPANSION",,,
AL AAROUI,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5150523,MONTE ARUIT,,,
AL AAROUI,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5151479,MONTE ARRUIT                                       MONTE ARUIT,,,
AL HOCEIMA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0500067,RUE AL MOURABITINE,,,
AL HOCEIMA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0500287,"AVENUE TARIK BNOU ZIAD, RESIDENCE SAID",,,
AL HOCEIMA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0500426,"90, AVENUE MOHAMED V, AL HOCEIMA",,,
AL HOCEIMA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0500529,"20, RUE PRINCE MOULAY ABDELLAH",,,
AL HOCEIMA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0500767,50 BD HASSAN II AL HOCEIMA,,,
AMIZMIZ,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4611267,"1,HAY AMADEL              AMIZMIZ CENTRE           AMIZMIZ",,,
AOULOUZ,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0430249,CENTRE D'AOULOUZ,,,
AOURIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0171336,ROUTE PRINCIPALE D'AOURIR                          AOURIR,,,
AREKMANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5200165,"2, RUE DE TANGER",,,
ARFOUD,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,2180297,ANGLE BOULEVARDS MOHAMED V ET MOULAY SMAIL,,,
ASSA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,3230912,"BOULEVARD PRINCIPAL, ASSA",,,
ASSILAH,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6430427,"21, AVENUE MOHAMED V",,,
ASSILAH,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6430850,AVENUE 16 NOVEMBRE ASILAH,,,
AZEMMOUR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1760642,"213, RESIDENCE ESSAADA, BOULEVARD MOHAMED V, AZEMMOUR",,,
AZEMMOUR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1761358,01.LOT.EL MENZEH 2        SIDI ALI                 AZEMMOUR,,,
AZILAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0700762,BD HASSAN II  AZILAL,,,
AZROU,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4250624,QUARTIER AHADAF,,,
BEJAAD,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4050744,"7, BOULEVARD HASSAN II, BOUJAAD",,,
BELFAA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0130568,AVENUE PRINCIPALE HAD BELFAA CHTOUKA AIT BAHA,,,
BEN AHMED,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6150732,32 RUE DU MARCHE EL KASBA BENHMED BEN AHMED,,,
BEN GUERIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,2010814,AV MOHAMED V MITYON CONSERVATION F BEN GUERIR,,,
BEN GUERIR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,2011311,AVENUE HASSAN II          HAY ZAOUIA               BEN GUERIR,,,
BEN TAIEB,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5230156,RUE IDRISS 1ER,,,
BEN TAIEB,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5230526,ANGLE CHARII AL MASSIRA ET ROUTE TAMSAMANE,,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900096,ANGLE AV. MOHAMED V ET RUE PACHA BOUJEMAA,,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900346,BOULEVARD MOHAMED V BENI MELLAL,,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900404,"275, BOULEVARD MOHAMED V",,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900411,"LOTISSEMENT FADANE AMRIA, LOT N° 18, BENI MELLAL",,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900626,"91, BOULEVARD MOHAMED V, BENI MELLAL",,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900703,"BOULEVARD DES FAR, QUARTIER SAADA, BENI MELLAL",,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900868,"275,  BOULEVARD MOHAMED V, BENI MELLAL",,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0900975,CENTRE COMMERCIAL         MARJANE                  BENI MELLAL,,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0901040,141 AV IBN KHALDOUN       OULED HADANE             BENI MELLAL,,,
BENI MELLAL,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0901294,95 BD.AL MOUTANABI        LOTI.ZIANIA              BENI MELLAL,,,
BENI YAZRHA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,2841233,HAY EL JADID ROUTE F{S    EL MENZEL                BENI YAZRHA,,,
BENSLIMANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1100423,"43, BOULEVARD HASSAN II",,,
BENSLIMANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1100954,30 BOULVARD HASSAN II     HAY SALAM                BEN SLIMANE,,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750061,"44, BOULEVARD MOHAMED V",,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750265,"365, BOULEVARD HASSAN II, QUARTIER ANDALOUS",,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750517,"32, BOULEVARD MOHAMED V, BP N° 49",,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750788,N 57HAY AL MASSIRA RTE SAIDIA BERKANE,,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750803,"20, BOULEVARD MOHAMED V, BERKANE",,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750811,LOT AZZIZI SIDI SLIMANE BERKANE,,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750901,"78, RUE SLIMANIA, BOUHDILA, BERKANE",,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750966,HAY SALAM ANGLE RUE       EL HABOUS ET EL WIFAK    BERKANE,,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5750995,AVENUE AL AHRAME          BERKANE                  BERKANE,,,
BERKANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5751448,"LOT N39,BD HASSAN II                              BERKANE",,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6210258,BOULEVARD MOHAMED V,,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6210422,ANGLE BOULEVARD MOHAMED V ET RUE OMAR BNOU AL KHATTAB,,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6210760,ACIMA BERRECHID,,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6210816,LOTISSEMENT AL BARAKA AV HASSAN II BERRECHID,,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6210875,"LOTISSEMENT SIDI AMR, ROUTE MEDIOUNA, BERRECHID",,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6210955,QUARTIER ZAHRA.LOT N305  BERRECHID                BERRECHID,,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6211098,"61,BD.MOULAY ISMAIL       BERRECHID                BERRECHID",,,
BERRECHID,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,6211443,"15-16,BD ALMOUKAOUAMA     HAY ENNOUR               BERRECHID",,,
BIOUGRA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0110622,BD MV,,,
BIOUGRA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0110957,"LOTISSEMENT ASRIR LOT,146 ASRIR                    BIOUGRA",,,
BIOUGRA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0111020,ANGLE BD MOHAMED V &      RUE DE LA POSTE-BIOUGRA  BIOUGRA,,,
BNI ANSAR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5110228,"ROUTE PLACE DU PORT, BENI ANSAR EXPANSION",,,
BNI ANSAR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5110801,HAY FID AARASS BENI ANSAR PAR NADOR BENI ANSAR,,,
BNI BOUAYACH,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,0550162,"121, AVENUE MOHAMED V",,,
BNI CHIKER,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5080167,"45, RUE ANOUAL",,,
BNI DRAR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5710669,"BOULEVARD HASSAN II, BNI DRAR",,,
BNI YAKHLEF,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1220750,"13, LOT SMIKRIF, BNI YAKHLAF",,,
BOUARFA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,3121021,"26,RUE YOUSSEF KEBBOURI   BOUARFA ",,,
BOUDINAR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5270835,BOUDINAR CENTRE CERCLE TEMSAMANE BOUDINAR,,,
BOUFAKRANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4810704,BOUFAKRANE CENTRE,,,
BOUIZAKARNE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,3250722,"BOULEVARD MOHALMED V, ROUTE PRINCIPALE, BOUIZAKARNE",,,
BOUJDOUR,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1300877,"ANGLE AVENUES HASSAN II ET LALLA MERIEM, BOUJDOUR",,,
BOUJNIBA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,4010999,"3, BOULEVARD MOHAMED V",,,
BOULEMANE,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1401212,BOULVARD HASSAN II        BOULEMANE CENTRE         BOULEMANE,,,
BOUMALNE DADES,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,5550761,"BOULEVARD MOHAMED V, BOUMALEN DADES",,,
BOUMIA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,3950984,BOULEVARD LA MARCHE VERTE,,,
BOUSKOURA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,7910277,"9, LOTISSEMENT LAFARGE, JEMAA OULED ABBOU BOUSKOUR",,,
BOUSKOURA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,7911530,SHOPPING BANK LESMYRIADES BOUSKOURA LOCAL CM4,,,
BOUZNIKA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1210740,"106, BOULEVARD HASSAN II, BOUZNIKA",,,
BOUZNIKA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1211317,229 CIT{ RIAD                                      BOUZNIKA,,,
BRADIA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,1080779,BD.HASSAN II LOT TAKADOUM CERCLE FQIH BENSALAH BRADIA,,,
CASABLANCA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,7800000,"2, RUE DRISS LAHRIZI",,,
CASABLANCA,ATTIJARIWAFA BANK,BANQUE CONVENTIONNELLE,7800001,"19, BOULEVARD LAHCEN OU IDDER",,,
